0.00000000000000018 0.00023390000000000 0.00000000000000034 0.00167170000000000 10
0.00000000000000964 0.01287625000000000 0.00000000000005507 0.00046885000000000 110
0.00000000000002563 0.05434055000000001 0.00000000000018845 0.00294640000000000 210
0.00000000000004541 0.11623364999999999 0.00000000000051410 0.00879010000000000 310
0.00000000000006677 0.22483909999999999 0.00000000000083731 0.02044665000000000 410
0.00000000000009354 0.38215584999999996 0.00000000000136305 0.04032485000000000 510
0.00000000000012345 0.58093930000000005 0.00000000000200411 0.06816754999999999 610
0.00000000000016466 0.86889060000000007 0.00000000000285047 0.10617105000000000 710
0.00000000000018811 1.15433869999999983 0.00000000000391371 0.15410715000000003 810
0.00000000000022908 1.37277285000000004 0.00000000000506215 0.20593305000000001 910
0.00000000000025951 1.87384599999999990 0.00000000000650906 0.28360079999999999 1010
